model,component,head_index,sample_size,family,ks_distance,log_likelihood,fit_gap,best_fit
distilgpt2,S_positive,66,64,generalized_gamma,0.04323670328461454,-114.84174648369188,0.0,True
distilgpt2,S_positive,66,64,lognormal,0.04515202820977948,-115.16512878319207,0.3233822995001958,False
distilgpt2,S_positive,67,64,generalized_gamma,0.04178471421471,-117.58970136322469,0.0,True
distilgpt2,S_positive,67,64,lognormal,0.06759711223448028,-119.29418785289164,1.704486489666948,False
distilgpt2,S_positive,68,64,generalized_gamma,0.06153009667486821,-136.93307176246824,0.0,True
distilgpt2,S_positive,68,64,lognormal,0.07816480588101093,-140.64480401353433,3.7117322510660813,False
distilgpt2,S_positive,69,64,generalized_gamma,0.027558392893981765,-121.72084970940077,0.0,True
distilgpt2,S_positive,69,64,lognormal,0.06862881659797648,-124.10200582355765,2.38115611415688,False
distilgpt2,S_positive,70,64,generalized_gamma,0.08327595927582743,-118.31113360202878,0.0,True
distilgpt2,S_positive,70,64,lognormal,0.14680935911814175,-128.9915758545394,10.68044225251063,False
distilgpt2,S_positive,71,64,generalized_gamma,0.04060983529375173,-127.01284882565545,0.0,True
distilgpt2,S_positive,71,64,lognormal,0.07120738178572161,-130.38622285561405,3.3733740299585975,False
distilgpt2,S_negative,0,64,generalized_gamma,0.047265138653588945,-232.81250701481676,0.0,True
distilgpt2,S_negative,0,64,lognormal,0.11496780458817002,-246.22371945965045,13.411212444833694,False
